year,province,category,value,,
2017,Aceh,amc,0.009010331,,
2017,Aceh,mc,0.002198566,,
2017,Aceh,poor,0.003342184,,
2017,Aceh,uc,1.5445781655207136e-05,,
2017,Aceh,vulnerable,0.005219757,,
2017,Bali,amc,0.007255028,,
2017,Bali,mc,0.006097868,,
2017,Bali,poor,0.000689904,,
2017,Bali,uc,0.000112576,,
2017,Bali,vulnerable,0.00206456,,
2017,Banten,amc,0.022724437960141116,,
2017,Banten,mc,0.013793639,,
2017,Banten,poor,0.002585447,,
2017,Banten,uc,0.000253112,,
2017,Banten,vulnerable,0.00808465,,
2017,Bengkulu,amc,0.003320707,,
2017,Bengkulu,mc,0.000933441,,
2017,Bengkulu,poor,0.001214049,,
2017,Bengkulu,uc,7.360004813920867e-06,,
2017,Bengkulu,vulnerable,0.001904493,,
2017,DI Yogyakarta,amc,0.005365138,,
2017,DI Yogyakarta,mc,0.003832433,,
2017,DI Yogyakarta,poor,0.001871121,,
2017,DI Yogyakarta,uc,7.213703566691308e-05,,
2017,DI Yogyakarta,vulnerable,0.003228963,,
2017,DKI Jakarta,amc,0.017543766,,
2017,DKI Jakarta,mc,0.013720469834368377,,
2017,DKI Jakarta,poor,0.001492553,,
2017,DKI Jakarta,uc,0.000343487,,
2017,DKI Jakarta,vulnerable,0.006541201,,
2017,Gorontalo,amc,0.001679658,,
2017,Gorontalo,mc,0.001227906,,
2017,Gorontalo,poor,0.000786602,,
2017,Gorontalo,uc,3.6913754977261044e-05,,
2017,Gorontalo,vulnerable,0.00072642,,
2017,Jambi,amc,0.007352749,,
2017,Jambi,mc,0.002196538,,
2017,Jambi,poor,0.001097518,,
2017,Jambi,uc,2.5359011812499982e-05,,
2017,Jambi,vulnerable,0.002736656,,
2017,Jawa Barat,amc,0.07892696,,
2017,Jawa Barat,mc,0.05419179,,
2017,Jawa Barat,poor,0.015965469676593607,,
2017,Jawa Barat,uc,0.001189297,,
2017,Jawa Barat,vulnerable,0.033082212,,
2017,Jawa Tengah,amc,0.058983863,,
2017,Jawa Tengah,mc,0.024731251,,
2017,Jawa Tengah,poor,0.017046625145795618,,
2017,Jawa Tengah,uc,0.000328015,,
2017,Jawa Tengah,vulnerable,0.029891906,,
2017,Jawa Timur,amc,0.068958423,,
2017,Jawa Timur,mc,0.030591876,,
2017,Jawa Timur,poor,0.017683529383692425,,
2017,Jawa Timur,uc,0.000921246,,
2017,Jawa Timur,vulnerable,0.032131751216201244,,
2017,Kalimantan Barat,amc,0.010051023040436912,,
2017,Kalimantan Barat,mc,0.003114696,,
2017,Kalimantan Barat,poor,0.00148388,,
2017,Kalimantan Barat,uc,1.4904560276650019e-05,,
2017,Kalimantan Barat,vulnerable,0.004159318,,
2017,Kalimantan Selatan,amc,0.008409658,,
2017,Kalimantan Selatan,mc,0.003672881,,
2017,Kalimantan Selatan,poor,0.000742727,,
2017,Kalimantan Selatan,uc,5.4360290693390726e-05,,
2017,Kalimantan Selatan,vulnerable,0.00283763,,
2017,Kalimantan Tengah,amc,0.005123344,,
2017,Kalimantan Tengah,mc,0.002369001,,
2017,Kalimantan Tengah,poor,0.000532998,,
2017,Kalimantan Tengah,uc,3.381686463674425e-05,,
2017,Kalimantan Tengah,vulnerable,0.00186612,,
2017,Kalimantan Timur,amc,0.006933278,,
2017,Kalimantan Timur,mc,0.002957157,,
2017,Kalimantan Timur,poor,0.000843256,,
2017,Kalimantan Timur,uc,2.9106669556391144e-05,,
2017,Kalimantan Timur,vulnerable,0.002859969,,
2017,Kalimantan Utara,amc,0.001541158,,
2017,Kalimantan Utara,mc,0.000336871,,
2017,Kalimantan Utara,poor,0.000189471,,
2017,Kalimantan Utara,uc,7.664680049965719e-07,,
2017,Kalimantan Utara,vulnerable,0.000554523,,
2017,Kepulauan Bangka Belitung,amc,0.003339085,,
2017,Kepulauan Bangka Belitung,mc,0.000650006,,
2017,Kepulauan Bangka Belitung,poor,0.000283759,,
2017,Kepulauan Bangka Belitung,uc,6.407721844880823e-06,,
2017,Kepulauan Bangka Belitung,vulnerable,0.001173076,,
2017,Kepulauan Riau,amc,0.003800152,,
2017,Kepulauan Riau,mc,0.002465002,,
2017,Kepulauan Riau,poor,0.000480178,,
2017,Kepulauan Riau,uc,5.679086969152072e-06,,
2017,Kepulauan Riau,vulnerable,0.001173176,,
2017,Lampung,amc,0.015508088,,
2017,Lampung,mc,0.003820196,,
2017,Lampung,poor,0.004334641,,
2017,Lampung,uc,4.21313939442202e-05,,
2017,Lampung,vulnerable,0.007963653,,
2017,Maluku,amc,0.002972863,,
2017,Maluku,mc,0.000748777,,
2017,Maluku,poor,0.00122758,,
2017,Maluku,uc,4.6661199954675545e-06,,
2017,Maluku,vulnerable,0.00170026,,
2017,Maluku Utara,amc,0.002491152,,
2017,Maluku Utara,mc,0.000679436,,
2017,Maluku Utara,poor,0.000292886,,
2017,Maluku Utara,uc,4.57902992832765e-06,,
2017,Maluku Utara,vulnerable,0.001141241,,
2017,Nusa Tenggara Barat,amc,0.008451922,,
2017,Nusa Tenggara Barat,mc,0.003092023,,
2017,Nusa Tenggara Barat,poor,0.003040232,,
2017,Nusa Tenggara Barat,uc,3.32161617850333e-05,,
2017,Nusa Tenggara Barat,vulnerable,0.004305794,,
2017,Nusa Tenggara Timur,amc,0.008370612,,
2017,Nusa Tenggara Timur,mc,0.00185251,,
2017,Nusa Tenggara Timur,poor,0.004407642,,
2017,Nusa Tenggara Timur,uc,1.7524681719830855e-05,,
2017,Nusa Tenggara Timur,vulnerable,0.005521872,,
2017,Papua,amc,0.004968753,,
2017,Papua,mc,0.002416762,,
2017,Papua,poor,0.003438215,,
2017,Papua,uc,1.0139440755792589e-05,,
2017,Papua,vulnerable,0.001616492,,
2017,Papua Barat,amc,0.001468744,,
2017,Papua Barat,mc,0.000546233,,
2017,Papua Barat,poor,0.000874723,,
2017,Papua Barat,uc,7.742082491915738e-06,,
2017,Papua Barat,vulnerable,0.00058722,,
2017,Riau,amc,0.013732999654596616,,
2017,Riau,mc,0.004166961,,
2017,Riau,poor,0.001971025,,
2017,Riau,uc,2.935982823114527e-05,,
2017,Riau,vulnerable,0.005448465,,
2017,Sulawesi Barat,amc,0.002439237,,
2017,Sulawesi Barat,mc,0.000756493,,
2017,Sulawesi Barat,poor,0.000573595,,
2017,Sulawesi Barat,uc,1.1200262479015424e-05,,
2017,Sulawesi Barat,vulnerable,0.001293575,,
2017,Sulawesi Selatan,amc,0.013573521283167562,,
2017,Sulawesi Selatan,mc,0.010571754031933731,,
2017,Sulawesi Selatan,poor,0.003114125,,
2017,Sulawesi Selatan,uc,0.000173171,,
2017,Sulawesi Selatan,vulnerable,0.005771464,,
2017,Sulawesi Tengah,amc,0.005350802,,
2017,Sulawesi Tengah,mc,0.001706309,,
2017,Sulawesi Tengah,poor,0.001600459,,
2017,Sulawesi Tengah,uc,9.361846257314296e-06,,
2017,Sulawesi Tengah,vulnerable,0.002651417,,
2017,Sulawesi Tenggara,amc,0.004029946,,
2017,Sulawesi Tenggara,mc,0.002860593,,
2017,Sulawesi Tenggara,poor,0.00127049,,
2017,Sulawesi Tenggara,uc,3.6450470688831686e-05,,
2017,Sulawesi Tenggara,vulnerable,0.001720354,,
2017,Sulawesi Utara,amc,0.003946323,,
2017,Sulawesi Utara,mc,0.003086541,,
2017,Sulawesi Utara,poor,0.00076171,,
2017,Sulawesi Utara,uc,4.393979483145592e-05,,
2017,Sulawesi Utara,vulnerable,0.00156429,,
2017,Sumatera Barat,amc,0.010957903071765787,,
2017,Sumatera Barat,mc,0.002761277,,
2017,Sumatera Barat,poor,0.001396117,,
2017,Sumatera Barat,uc,2.4914600417564895e-05,,
2017,Sumatera Barat,vulnerable,0.005182009,,
2017,Sumatera Selatan,amc,0.013727156,,
2017,Sumatera Selatan,mc,0.006363835,,
2017,Sumatera Selatan,poor,0.004162985,,
2017,Sumatera Selatan,uc,3.2252981528411434e-05,,
2017,Sumatera Selatan,vulnerable,0.007275034,,
2017,Sumatera Utara,amc,0.028521819547183764,,
2017,Sumatera Utara,mc,0.006503997,,
2017,Sumatera Utara,poor,0.005568448,,
2017,Sumatera Utara,uc,3.92881235886369e-05,,
2017,Sumatera Utara,vulnerable,0.013838713072961698,,
2017,Papua Barat Daya,amc,0.004968753,,
2017,Papua Barat Daya,mc,0.002416762,,
2017,Papua Barat Daya,poor,0.003438215,,
2017,Papua Barat Daya,uc,1.0139440755792589e-05,,
2017,Papua Barat Daya,vulnerable,0.001616492,,
2017,Papua Tengah,amc,0.004968753,,
2017,Papua Tengah,mc,0.002416762,,
2017,Papua Tengah,poor,0.003438215,,
2017,Papua Tengah,uc,1.0139440755792589e-05,,
2017,Papua Tengah,vulnerable,0.001616492,,
2017,Papua Selatan,amc,0.004968753,,
2017,Papua Selatan,mc,0.002416762,,
2017,Papua Selatan,poor,0.003438215,,
2017,Papua Selatan,uc,1.0139440755792589e-05,,
2017,Papua Selatan,vulnerable,0.001616492,,
2017,Papua Pegunungan,amc,0.004968753,,
2017,Papua Pegunungan,mc,0.002416762,,
2017,Papua Pegunungan,poor,0.003438215,,
2017,Papua Pegunungan,uc,1.0139440755792589e-05,,
2017,Papua Pegunungan,vulnerable,0.001616492,,
2018,Aceh,amc,0.009294089,,
2018,Aceh,mc,0.002182874,,
2018,Aceh,poor,0.0031771,,
2018,Aceh,uc,1.0783487601275645e-05,,
2018,Aceh,vulnerable,0.005235236,,
2018,Bali,amc,0.007502528,,
2018,Bali,mc,0.005842191,,
2018,Bali,poor,0.000650046,,
2018,Bali,uc,9.603833507795517e-05,,
2018,Bali,vulnerable,0.002109855,,
2018,Banten,amc,0.023192366146998673,,
2018,Banten,mc,0.013710113339799037,,
2018,Banten,poor,0.002502946,,
2018,Banten,uc,0.000215526,,
2018,Banten,vulnerable,0.00817415,,
2018,Bengkulu,amc,0.003271511,,
2018,Bengkulu,mc,0.00106449,,
2018,Bengkulu,poor,0.001142238,,
2018,Bengkulu,uc,1.0658614235648874e-05,,
2018,Bengkulu,vulnerable,0.001913749,,
2018,DI Yogyakarta,amc,0.00586272,,
2018,DI Yogyakarta,mc,0.0037477,,
2018,DI Yogyakarta,poor,0.001741279,,
2018,DI Yogyakarta,uc,0.000132656,,
2018,DI Yogyakarta,vulnerable,0.002869249,,
2018,DKI Jakarta,amc,0.018763323583127968,,
2018,DKI Jakarta,mc,0.012378709666857597,,
2018,DKI Jakarta,poor,0.001412095,,
2018,DKI Jakarta,uc,0.000320359,,
2018,DKI Jakarta,vulnerable,0.006652428,,
2018,Gorontalo,amc,0.001731443,,
2018,Gorontalo,mc,0.001194304,,
2018,Gorontalo,poor,0.000751294,,
2018,Gorontalo,uc,1.5918792619735605e-05,,
2018,Gorontalo,vulnerable,0.000777171,,
2018,Jambi,amc,0.006969239,,
2018,Jambi,mc,0.002242581,,
2018,Jambi,poor,0.001066085,,
2018,Jambi,uc,1.76919224952059e-05,,
2018,Jambi,vulnerable,0.003163794,,
2018,Jawa Barat,amc,0.08175451,,
2018,Jawa Barat,mc,0.055745065,,
2018,Jawa Barat,poor,0.013684218308261569,,
2018,Jawa Barat,uc,0.001312633,,
2018,Jawa Barat,vulnerable,0.031137229,,
2018,Jawa Tengah,amc,0.060982566893402826,,
2018,Jawa Tengah,mc,0.026809911697780377,,
2018,Jawa Tengah,poor,0.014749218216733086,,
2018,Jawa Tengah,uc,0.000522785,,
2018,Jawa Tengah,vulnerable,0.027247849,,
2018,Jawa Timur,amc,0.068801842,,
2018,Jawa Timur,mc,0.03152179,,
2018,Jawa Timur,poor,0.016396974559192114,,
2018,Jawa Timur,uc,0.000605394,,
2018,Jawa Timur,vulnerable,0.031971046,,
2018,Kalimantan Barat,amc,0.010242393,,
2018,Kalimantan Barat,mc,0.003095006,,
2018,Kalimantan Barat,poor,0.001464919,,
2018,Kalimantan Barat,uc,4.5322313526209386e-05,,
2018,Kalimantan Barat,vulnerable,0.004015773,,
2018,Kalimantan Selatan,amc,0.008776139,,
2018,Kalimantan Selatan,mc,0.003602174,,
2018,Kalimantan Selatan,poor,0.000715407,,
2018,Kalimantan Selatan,uc,3.893144616886842e-05,,
2018,Kalimantan Selatan,vulnerable,0.002637239,,
2018,Kalimantan Tengah,amc,0.005278684,,
2018,Kalimantan Tengah,mc,0.002613772,,
2018,Kalimantan Tengah,poor,0.000518215,,
2018,Kalimantan Tengah,uc,3.8623670696342336e-05,,
2018,Kalimantan Tengah,vulnerable,0.001566097,,
2018,Kalimantan Timur,amc,0.007249717,,
2018,Kalimantan Timur,mc,0.002876759,,
2018,Kalimantan Timur,poor,0.000828426,,
2018,Kalimantan Timur,uc,5.08364415963063e-05,,
2018,Kalimantan Timur,vulnerable,0.002733688,,
2018,Kalimantan Utara,amc,0.001483422,,
2018,Kalimantan Utara,mc,0.000435497,,
2018,Kalimantan Utara,poor,0.000190554,,
2018,Kalimantan Utara,uc,8.293162961484497e-07,,
2018,Kalimantan Utara,vulnerable,0.00057666,,
2018,Kepulauan Bangka Belitung,amc,0.003185095,,
2018,Kepulauan Bangka Belitung,mc,0.000644129,,
2018,Kepulauan Bangka Belitung,poor,0.000288627,,
2018,Kepulauan Bangka Belitung,vulnerable,0.0013795,,
2018,Kepulauan Bangka Belitung,uc,0,,
2018,Kepulauan Riau,amc,0.004081548,,
2018,Kepulauan Riau,mc,0.002062837,,
2018,Kepulauan Riau,poor,0.000498335,,
2018,Kepulauan Riau,uc,4.932914550526325e-06,,
2018,Kepulauan Riau,vulnerable,0.001386764,,
2018,Lampung,amc,0.015052347920129175,,
2018,Lampung,mc,0.004121892,,
2018,Lampung,poor,0.004151855,,
2018,Lampung,uc,5.667873724120475e-05,,
2018,Lampung,vulnerable,0.008219196,,
2018,Maluku,amc,0.003184006,,
2018,Maluku,mc,0.000728174,,
2018,Maluku,poor,0.001211358,,
2018,Maluku,uc,8.185034300920723e-06,,
2018,Maluku,vulnerable,0.001553546,,
2018,Maluku Utara,amc,0.002482415,,
2018,Maluku Utara,mc,0.000720279,,
2018,Maluku Utara,poor,0.000308297,,
2018,Maluku Utara,uc,1.1524029074457797e-05,,
2018,Maluku Utara,vulnerable,0.001120286,,
2018,Nusa Tenggara Barat,amc,0.008323687,,
2018,Nusa Tenggara Barat,mc,0.003828903,,
2018,Nusa Tenggara Barat,poor,0.002790958,,
2018,Nusa Tenggara Barat,uc,4.2601471729965665e-05,,
2018,Nusa Tenggara Barat,vulnerable,0.003933329,,
2018,Nusa Tenggara Timur,amc,0.008497377,,
2018,Nusa Tenggara Timur,mc,0.001861809,,
2018,Nusa Tenggara Timur,poor,0.00432261,,
2018,Nusa Tenggara Timur,uc,1.2814018084693034e-05,,
2018,Nusa Tenggara Timur,vulnerable,0.005554179,,
2018,Papua,amc,0.005146293,,
2018,Papua,mc,0.002110761,,
2018,Papua,poor,0.003472831,,
2018,Papua,uc,1.2269693911144037e-05,,
2018,Papua,vulnerable,0.001777704,,
2018,Papua Barat,amc,0.001440913,,
2018,Papua Barat,mc,0.000702121,,
2018,Papua Barat,poor,0.000811664,,
2018,Papua Barat,uc,8.056429424108491e-06,,
2018,Papua Barat,vulnerable,0.000564035,,
2018,Riau,amc,0.014032421211167287,,
2018,Riau,mc,0.003950234,,
2018,Riau,poor,0.001893941,,
2018,Riau,uc,6.961489600541166e-05,,
2018,Riau,vulnerable,0.005695512,,
2018,Sulawesi Barat,amc,0.002428221,,
2018,Sulawesi Barat,mc,0.000931021,,
2018,Sulawesi Barat,poor,0.000574424,,
2018,Sulawesi Barat,uc,1.1630911725192483e-05,,
2018,Sulawesi Barat,vulnerable,0.001161474,,
2018,Sulawesi Selatan,amc,0.014007452,,
2018,Sulawesi Selatan,mc,0.010754021724946803,,
2018,Sulawesi Selatan,poor,0.002999783,,
2018,Sulawesi Selatan,uc,0.000216874,,
2018,Sulawesi Selatan,vulnerable,0.005142543,,
2018,Sulawesi Tengah,amc,0.005389432,,
2018,Sulawesi Tengah,mc,0.001600224,,
2018,Sulawesi Tengah,poor,0.001590316,,
2018,Sulawesi Tengah,uc,1.2657594343995556e-05,,
2018,Sulawesi Tengah,vulnerable,0.002758656,,
2018,Sulawesi Tenggara,amc,0.004151167,,
2018,Sulawesi Tenggara,mc,0.003027934,,
2018,Sulawesi Tenggara,poor,0.001162246,,
2018,Sulawesi Tenggara,uc,5.679152747282994e-05,,
2018,Sulawesi Tenggara,vulnerable,0.001595967,,
2018,Sulawesi Utara,amc,0.003997875,,
2018,Sulawesi Utara,mc,0.003078717,,
2018,Sulawesi Utara,poor,0.000731596,,
2018,Sulawesi Utara,uc,7.33759530527838e-05,,
2018,Sulawesi Utara,vulnerable,0.001498632,,
2018,Sumatera Barat,amc,0.010877569767415635,,
2018,Sumatera Barat,mc,0.003045608,,
2018,Sumatera Barat,poor,0.001351593,,
2018,Sumatera Barat,uc,2.9360343607240012e-05,,
2018,Sumatera Barat,vulnerable,0.005007203,,
2018,Sumatera Selatan,amc,0.014566802605389523,,
2018,Sumatera Selatan,mc,0.005435317,,
2018,Sumatera Selatan,poor,0.004042931,,
2018,Sumatera Selatan,uc,4.610985858505187e-05,,
2018,Sumatera Selatan,vulnerable,0.007488758,,
2018,Sumatera Utara,amc,0.028377484,,
2018,Sumatera Utara,mc,0.007677149,,
2018,Sumatera Utara,poor,0.005014468,,
2018,Sumatera Utara,uc,6.185897792944042e-05,,
2018,Sumatera Utara,vulnerable,0.013279663397676611,,
2018,Papua Barat Daya,amc,0.005146293,,
2018,Papua Barat Daya,mc,0.002110761,,
2018,Papua Barat Daya,poor,0.003472831,,
2018,Papua Barat Daya,uc,1.2269693911144037e-05,,
2018,Papua Barat Daya,vulnerable,0.001777704,,
2018,Papua Tengah,amc,0.005146293,,
2018,Papua Tengah,mc,0.002110761,,
2018,Papua Tengah,poor,0.003472831,,
2018,Papua Tengah,uc,1.2269693911144037e-05,,
2018,Papua Tengah,vulnerable,0.001777704,,
2018,Papua Selatan,amc,0.005146293,,
2018,Papua Selatan,mc,0.002110761,,
2018,Papua Selatan,poor,0.003472831,,
2018,Papua Selatan,uc,1.2269693911144037e-05,,
2018,Papua Selatan,vulnerable,0.001777704,,
2018,Papua Pegunungan,amc,0.005146293,,
2018,Papua Pegunungan,mc,0.002110761,,
2018,Papua Pegunungan,poor,0.003472831,,
2018,Papua Pegunungan,uc,1.2269693911144037e-05,,
2018,Papua Pegunungan,vulnerable,0.001777704,,
2019,Aceh,amc,0.009120971,,
2019,Aceh,mc,0.002120355,,
2019,Aceh,poor,0.003065533,,
2019,Aceh,uc,1.0799145122870526e-05,,
2019,Aceh,vulnerable,0.00569251,,
2019,Bali,amc,0.007623096,,
2019,Bali,mc,0.005747148,,
2019,Bali,poor,0.000612972,,
2019,Bali,uc,6.49172865461349e-05,,
2019,Bali,vulnerable,0.002134408,,
2019,Banten,amc,0.024181156650331062,,
2019,Banten,mc,0.013403403566170436,,
2019,Banten,poor,0.002448342,,
2019,Banten,uc,0.000112052,,
2019,Banten,vulnerable,0.007992819,,
2019,Bengkulu,amc,0.003367927,,
2019,Bengkulu,mc,0.000969455,,
2019,Bengkulu,poor,0.001130918,,
2019,Bengkulu,uc,8.35914241783463e-06,,
2019,Bengkulu,vulnerable,0.00194804,,
2019,DI Yogyakarta,amc,0.005668207,,
2019,DI Yogyakarta,mc,0.004022282,,
2019,DI Yogyakarta,poor,0.001677753,,
2019,DI Yogyakarta,uc,9.992370312826081e-05,,
2019,DI Yogyakarta,vulnerable,0.00287076,,
2019,DKI Jakarta,amc,0.019128717608574444,,
2019,DKI Jakarta,mc,0.011812231686974237,,
2019,DKI Jakarta,poor,0.001367526,,
2019,DKI Jakarta,uc,0.00040739,,
2019,DKI Jakarta,vulnerable,0.006696642,,
2019,Gorontalo,amc,0.001697129,,
2019,Gorontalo,mc,0.001318092,,
2019,Gorontalo,poor,0.000695932,,
2019,Gorontalo,uc,2.516085109215798e-05,,
2019,Gorontalo,vulnerable,0.000746655,,
2019,Jambi,amc,0.007199088,,
2019,Jambi,mc,0.001989485,,
2019,Jambi,poor,0.001026253,,
2019,Jambi,uc,1.6677928555205785e-05,,
2019,Jambi,vulnerable,0.003277087,,
2019,Jawa Barat,amc,0.084621009,,
2019,Jawa Barat,mc,0.054035776,,
2019,Jawa Barat,poor,0.012716358,,
2019,Jawa Barat,uc,0.001376218,,
2019,Jawa Barat,vulnerable,0.031151427,,
2019,Jawa Tengah,amc,0.06190877,,
2019,Jawa Tengah,mc,0.025143018249973555,,
2019,Jawa Tengah,poor,0.014003502335885529,,
2019,Jawa Tengah,uc,0.0004529,,
2019,Jawa Tengah,vulnerable,0.028160605276416895,,
2019,Jawa Timur,amc,0.071031346,,
2019,Jawa Timur,mc,0.028509897,,
2019,Jawa Timur,poor,0.015384044319331904,,
2019,Jawa Timur,uc,0.000480976,,
2019,Jawa Timur,vulnerable,0.032922458,,
2019,Kalimantan Barat,amc,0.010223937587578474,,
2019,Kalimantan Barat,mc,0.003049243,,
2019,Kalimantan Barat,poor,0.001415644,,
2019,Kalimantan Barat,uc,2.4566561606763164e-05,,
2019,Kalimantan Barat,vulnerable,0.004186971,,
2019,Kalimantan Selatan,amc,0.008703464,,
2019,Kalimantan Selatan,mc,0.003272128,,
2019,Kalimantan Selatan,poor,0.000720085,,
2019,Kalimantan Selatan,uc,5.7799633610049966e-05,,
2019,Kalimantan Selatan,vulnerable,0.00306609,,
2019,Kalimantan Tengah,amc,0.005353029,,
2019,Kalimantan Tengah,mc,0.002634401,,
2019,Kalimantan Tengah,poor,0.000503518,,
2019,Kalimantan Tengah,uc,3.7188420695504377e-05,,
2019,Kalimantan Tengah,vulnerable,0.001576739,,
2019,Kalimantan Timur,amc,0.007445014,,
2019,Kalimantan Timur,mc,0.002744443,,
2019,Kalimantan Timur,poor,0.000822723,,
2019,Kalimantan Timur,uc,4.537501099862909e-05,,
2019,Kalimantan Timur,vulnerable,0.002796075,,
2019,Kalimantan Utara,amc,0.001464396,,
2019,Kalimantan Utara,mc,0.000342292,,
2019,Kalimantan Utara,poor,0.000182484,,
2019,Kalimantan Utara,uc,4.619574463213988e-07,,
2019,Kalimantan Utara,vulnerable,0.000762616,,
2019,Kepulauan Bangka Belitung,amc,0.00337233,,
2019,Kepulauan Bangka Belitung,mc,0.0005831,,
2019,Kepulauan Bangka Belitung,poor,0.000255801,,
2019,Kepulauan Bangka Belitung,uc,1.332896949024593e-06,,
2019,Kepulauan Bangka Belitung,vulnerable,0.001329809,,
2019,Kepulauan Riau,amc,0.003935299,,
2019,Kepulauan Riau,mc,0.002352799,,
2019,Kepulauan Riau,poor,0.000480579,,
2019,Kepulauan Riau,uc,2.47016069393248e-05,,
2019,Kepulauan Riau,vulnerable,0.001348034,,
2019,Lampung,amc,0.01551509,,
2019,Lampung,mc,0.003716427,,
2019,Lampung,poor,0.003979192,,
2019,Lampung,uc,2.6270903764848824e-05,,
2019,Lampung,vulnerable,0.008293793,,
2019,Maluku,amc,0.002998178,,
2019,Maluku,mc,0.000619359,,
2019,Maluku,poor,0.001188504,,
2019,Maluku,uc,5.028069326092553e-06,,
2019,Maluku,vulnerable,0.001906196,,
2019,Maluku Utara,amc,0.002618303,,
2019,Maluku Utara,mc,0.000615084,,
2019,Maluku Utara,poor,0.000316473,,
2019,Maluku Utara,uc,2.9799456634541987e-06,,
2019,Maluku Utara,vulnerable,0.001123251,,
2019,Nusa Tenggara Barat,amc,0.008251812,,
2019,Nusa Tenggara Barat,mc,0.004326762,,
2019,Nusa Tenggara Barat,poor,0.002753246,,
2019,Nusa Tenggara Barat,uc,5.445761483160631e-05,,
2019,Nusa Tenggara Barat,vulnerable,0.003528956,,
2019,Nusa Tenggara Timur,amc,0.008779198,,
2019,Nusa Tenggara Timur,mc,0.001949811,,
2019,Nusa Tenggara Timur,poor,0.004288396,,
2019,Nusa Tenggara Timur,uc,1.9873705685660204e-05,,
2019,Nusa Tenggara Timur,vulnerable,0.005294893,,
2019,Papua,amc,0.005034786,,
2019,Papua,mc,0.002129053,,
2019,Papua,poor,0.003465528,,
2019,Papua,uc,9.174494328442292e-06,,
2019,Papua,vulnerable,0.001950107,,
2019,Papua Barat,amc,0.00156878,,
2019,Papua Barat,mc,0.000643414,,
2019,Papua Barat,poor,0.000791214,,
2019,Papua Barat,uc,5.190038122018011e-06,,
2019,Papua Barat,vulnerable,0.00056046,,
2019,Riau,amc,0.014088908731555324,,
2019,Riau,mc,0.003767986,,
2019,Riau,poor,0.001835798,,
2019,Riau,uc,4.5890822350138265e-05,,
2019,Riau,vulnerable,0.006195015,,
2019,Sulawesi Barat,amc,0.002441534,,
2019,Sulawesi Barat,mc,0.00098523,,
2019,Sulawesi Barat,poor,0.000566379,,
2019,Sulawesi Barat,uc,1.9877083152944416e-05,,
2019,Sulawesi Barat,vulnerable,0.001127306,,
2019,Sulawesi Selatan,amc,0.015085536532052184,,
2019,Sulawesi Selatan,mc,0.009517937,,
2019,Sulawesi Selatan,poor,0.002872346,,
2019,Sulawesi Selatan,uc,0.000150849,,
2019,Sulawesi Selatan,vulnerable,0.005411736,,
2019,Sulawesi Tengah,amc,0.005616782,,
2019,Sulawesi Tengah,mc,0.001532648,,
2019,Sulawesi Tengah,poor,0.001535163,,
2019,Sulawesi Tengah,uc,1.610874827289043e-05,,
2019,Sulawesi Tengah,vulnerable,0.002683595,,
2019,Sulawesi Tenggara,amc,0.00422128,,
2019,Sulawesi Tenggara,mc,0.003036547,,
2019,Sulawesi Tenggara,poor,0.001131946,,
2019,Sulawesi Tenggara,uc,3.722486081693345e-05,,
2019,Sulawesi Tenggara,vulnerable,0.001643398,,
2019,Sulawesi Utara,amc,0.004274612,,
2019,Sulawesi Utara,mc,0.002856602,,
2019,Sulawesi Utara,poor,0.000716591,,
2019,Sulawesi Utara,uc,3.157265223968536e-05,,
2019,Sulawesi Utara,vulnerable,0.001477581,,
2019,Sumatera Barat,amc,0.011224448842189708,,
2019,Sumatera Barat,mc,0.002695301,,
2019,Sumatera Barat,poor,0.001302703,,
2019,Sumatera Barat,uc,2.6674311701918253e-05,,
2019,Sumatera Barat,vulnerable,0.005051052,,
2019,Sumatera Selatan,amc,0.014941327,,
2019,Sumatera Selatan,mc,0.005307857,,
2019,Sumatera Selatan,poor,0.004016897,,
2019,Sumatera Selatan,uc,3.239423477458863e-05,,
2019,Sumatera Selatan,vulnerable,0.007296348,,
2019,Sumatera Utara,amc,0.029292772119247044,,
2019,Sumatera Utara,mc,0.006723591,,
2019,Sumatera Utara,poor,0.004796132,,
2019,Sumatera Utara,uc,9.490157923545484e-05,,
2019,Sumatera Utara,vulnerable,0.013433430354530793,,
2019,Papua Barat Daya,amc,0.005034786,,
2019,Papua Barat Daya,mc,0.002129053,,
2019,Papua Barat Daya,poor,0.003465528,,
2019,Papua Barat Daya,uc,9.174494328442292e-06,,
2019,Papua Barat Daya,vulnerable,0.001950107,,
2019,Papua Tengah,amc,0.005034786,,
2019,Papua Tengah,mc,0.002129053,,
2019,Papua Tengah,poor,0.003465528,,
2019,Papua Tengah,uc,9.174494328442292e-06,,
2019,Papua Tengah,vulnerable,0.001950107,,
2019,Papua Selatan,amc,0.005034786,,
2019,Papua Selatan,mc,0.002129053,,
2019,Papua Selatan,poor,0.003465528,,
2019,Papua Selatan,uc,9.174494328442292e-06,,
2019,Papua Selatan,vulnerable,0.001950107,,
2019,Papua Pegunungan,amc,0.005034786,,
2019,Papua Pegunungan,mc,0.002129053,,
2019,Papua Pegunungan,poor,0.003465528,,
2019,Papua Pegunungan,uc,9.174494328442292e-06,,
2019,Papua Pegunungan,vulnerable,0.001950107,,
2020,Aceh,amc,0.009339824,,
2020,Aceh,mc,0.001999061,,
2020,Aceh,poor,0.003014665,,
2020,Aceh,uc,2.910439785418843e-05,,
